From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Transmembrane	Topological domain
WP_000825751.1	F5W1X8	unreviewed	F5W1X8_9STRE	Ion channel	HMPREF9967_0062	Streptococcus infantis SK1076	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	S3AB29	unreviewed	S3AB29_9STRE	Potassium channel domain-containing protein	HMPREF1481_01252	Streptococcus sp. HPH0090	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A4Z1DYT8	unreviewed	A0A4Z1DYT8_9STRE	Two pore domain potassium channel family protein	E5S68_06395	Streptococcus rubneri	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A428CAP5	unreviewed	A0A428CAP5_STROR	pH-gated potassium channel KcsA	kcsA kcsA_2 D8800_09010 D8858_06840	Streptococcus oralis	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A3P1S3J0	unreviewed	A0A3P1S3J0_STRSA	Two pore domain potassium channel family protein (pH-gated potassium channel KcsA)	kcsA D8870_08945 D8875_02900 D8879_06830 D8882_10190 D8885_01615 D8886_09515 D8887_01545 D8889_10825 EII39_07440 FOC72_00660	Streptococcus sanguinis	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A930ACV9	unreviewed	A0A930ACV9_STRSP	Two pore domain potassium channel family protein	HXL62_00285	Streptococcus sp	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A178KGM1	unreviewed	A0A178KGM1_9STRE	Ion channel	A3Q39_01510	Streptococcus sp. CCUG 49591	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A1X1H9H0	unreviewed	A0A1X1H9H0_STROR	Ion channel	B7720_01935	Streptococcus oralis subsp. oralis	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A231VZ90	unreviewed	A0A231VZ90_9STRE	Ion channel	CBI42_05330	Streptococcus sp. KR	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A371QCQ3	unreviewed	A0A371QCQ3_9STRE	Two pore domain potassium channel family protein	DXN33_07885	Streptococcus sp. NM	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A3P1VHN1	unreviewed	A0A3P1VHN1_9STRE	Two pore domain potassium channel family protein	EII37_07545	Streptococcus sp. OH4692_COT-348	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A081QD06	unreviewed	A0A081QD06_STRMT	Ion channel (Ion channel transport protein) (Potassium voltage-gated channel subfamily KQT / putative potassium channel, VIC family) (Two pore domain potassium channel family protein) (pH-gated potassium channel KcsA)	kcsA_2 kcsA B0179_04350 B7696_07210 B7698_00125 B7701_01950 D8788_07825 D8789_00035 D8855_03650 D8865_05545 FBF73_05660 GEZ74_05760 GEZ78_05935 KHZ51_10085 M594_07780 SK1126_1319 SMIM3I_01666 SMIM3IV_01465 TZ91_01609	Streptococcus mitis	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	A0A3R9LUP5	unreviewed	A0A3R9LUP5_STRCR	Two pore domain potassium channel family protein (pH-gated potassium channel KcsA)	kcsA D8791_01830 D8798_07135 D8872_05400 FXF62_10095	Streptococcus cristatus	107	membrane [GO:0016020]; monoatomic ion transmembrane transport [GO:0034220]	monoatomic ion transmembrane transport [GO:0034220]	GO:0016020; GO:0034220		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	D2EMA8	unreviewed	D2EMA8_9STRE	Ion channel	HMPREF0850_01612	Streptococcus sp. M143	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F0ISP5	unreviewed	F0ISP5_STRSA	Potassium channel domain-containing protein	HMPREF9384_0857	Streptococcus sanguinis SK160	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F2C8U4	unreviewed	F2C8U4_STRSA	Potassium channel domain-containing protein	HMPREF9386_1656	Streptococcus sanguinis SK330	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F0FGQ5	unreviewed	F0FGQ5_STRSA	Ion channel	HMPREF9388_1888	Streptococcus sanguinis SK353	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F2CGD4	unreviewed	F2CGD4_STRSA	Potassium channel domain-containing protein	HMPREF9391_1929	Streptococcus sanguinis SK408	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F0FQ43	unreviewed	F0FQ43_STRSA	Ion channel	HMPREF9392_0470	Streptococcus sanguinis SK678	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F3UD75	unreviewed	F3UD75_STRSA	Potassium channel domain-containing protein	HMPREF9393_1482	Streptococcus sanguinis SK1056	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_000825751.1	F3SLI6	unreviewed	F3SLI6_STRSA	Potassium channel domain-containing protein	HMPREF9397_2009	Streptococcus sanguinis SK1087	107	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 47..68; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 75..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	F5W1Y0	unreviewed	F5W1Y0_9STRE	DUF1211 domain-containing protein	HMPREF9967_0064	Streptococcus infantis SK1076	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	S3AU25	unreviewed	S3AU25_9STRE	DUF1211 domain-containing protein	HMPREF1481_01253	Streptococcus sp. HPH0090	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	A0A4Z1DVZ2	unreviewed	A0A4Z1DVZ2_9STRE	DUF1211 domain-containing protein	E5S68_06405	Streptococcus rubneri	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	A0A859ELY0	unreviewed	A0A859ELY0_STRSA	DUF1211 domain-containing protein	FOC72_00650	Streptococcus sanguinis	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	A0A3P1VLE3	unreviewed	A0A3P1VLE3_9STRE	DUF1211 domain-containing protein	EII37_07555	Streptococcus sp. OH4692_COT-348	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	A0A0F2DFG2	unreviewed	A0A0F2DFG2_STRMT	DUF1211 domain-containing protein	TZ91_01610	Streptococcus mitis	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_006151097.1	A0A5B0DCE8	unreviewed	A0A5B0DCE8_STRCR	DUF1211 domain-containing protein	FXF62_10105	Streptococcus cristatus	100	membrane [GO:0016020]; potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]		GO:0005267; GO:0015252; GO:0016020	potassium channel activity [GO:0005267]; proton channel activity [GO:0015252]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 7..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 43..64; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002916527.1	F2C941	unreviewed	F2C941_STRSA	BglG family transcriptional regulator	HMPREF9386_1724	Streptococcus sanguinis SK330	563	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; regulation of DNA-templated transcription [GO:0006355]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; regulation of DNA-templated transcription [GO:0006355]	GO:0006355; GO:0008982; GO:0009401	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002916529.1	F2C942	unreviewed	F2C942_STRSA	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4) (Phosphoribulose isomerase)	araD HMPREF9386_1725	Streptococcus sanguinis SK330	233	L-ribulose-phosphate 4-epimerase activity [GO:0008742]		GO:0008742	L-ribulose-phosphate 4-epimerase activity [GO:0008742]						
WP_002916530.1	A0A3R9I6Q8	unreviewed	A0A3R9I6Q8_STRSA	L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22)	ulaE D8875_04250	Streptococcus sanguinis	287	DNA binding [GO:0003677]; intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]; L-ribulose-5-phosphate 3-epimerase activity [GO:0034015]; lyase activity [GO:0016829]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; DNA repair [GO:0006281]	carbohydrate metabolic process [GO:0005975]; DNA repair [GO:0006281]	GO:0003677; GO:0005975; GO:0006281; GO:0008270; GO:0016829; GO:0016861; GO:0034015	DNA binding [GO:0003677]; intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]; L-ribulose-5-phosphate 3-epimerase activity [GO:0034015]; lyase activity [GO:0016829]; zinc ion binding [GO:0008270]						
WP_002916530.1	F2C943	unreviewed	F2C943_STRSA	L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22)	ulaE HMPREF9386_1726	Streptococcus sanguinis SK330	287	DNA binding [GO:0003677]; intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]; L-ribulose-5-phosphate 3-epimerase activity [GO:0034015]; lyase activity [GO:0016829]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]; DNA repair [GO:0006281]	carbohydrate metabolic process [GO:0005975]; DNA repair [GO:0006281]	GO:0003677; GO:0005975; GO:0006281; GO:0008270; GO:0016829; GO:0016861; GO:0034015	DNA binding [GO:0003677]; intramolecular oxidoreductase activity, interconverting aldoses and ketoses [GO:0016861]; L-ribulose-5-phosphate 3-epimerase activity [GO:0034015]; lyase activity [GO:0016829]; zinc ion binding [GO:0008270]						
WP_002899074.1	A0A3P1S2K4	unreviewed	A0A3P1S2K4_STRSA	Ascorbate-specific phosphotransferase enzyme IIB component (PTS sugar transporter subunit IIB)	ulaB D8875_04265 D8882_07215 D8889_08480 EII39_09805 FDP16_01565	Streptococcus sanguinis	92	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	A3CQK8	unreviewed	A3CQK8_STRSV	Phosphotransferase system sugar-specific EII component, putative (EC 2.7.1.69)	ptxB SSA_2092	Streptococcus sanguinis (strain SK36)	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F3UZR1	unreviewed	F3UZR1_STRSA	PTS family ascorbate porter, IIB component (EC 2.7.1.69)	ulaB HMPREF9380_2001	Streptococcus sanguinis SK49	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F2C946	unreviewed	F2C946_STRSA	PTS family ascorbate porter, IIB component (EC 2.7.1.69)	ptxB HMPREF9386_1729	Streptococcus sanguinis SK330	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F0FGX0	unreviewed	F0FGX0_STRSA	PTS system, Lactose/Cellobiose specific IIB subunit (EC 2.7.1.69)	ptxB HMPREF9388_1953	Streptococcus sanguinis SK353	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F3UN53	unreviewed	F3UN53_STRSA	PTS family ascorbate porter, IIB component (EC 2.7.1.69)	ulaB HMPREF9389_0261	Streptococcus sanguinis SK355	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F0FPY5	unreviewed	F0FPY5_STRSA	PTS system, Lactose/Cellobiose specific IIB subunit (EC 2.7.1.69)	ulaB HMPREF9392_0412	Streptococcus sanguinis SK678	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
WP_002899074.1	F3SLQ0	unreviewed	F3SLQ0_STRSA	PTS family ascorbate porter, IIB component (EC 2.7.1.69)	ptxB HMPREF9397_2073	Streptococcus sanguinis SK1087	92	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]						
