From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane
WP_000533766.1	A0A1E1GCP4	unreviewed	A0A1E1GCP4_9STRE	Small ribosomal subunit protein uS19	rpsS SNAG_1704	Streptococcus sp. NPS 308	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A2Z5TMM1	unreviewed	A0A2Z5TMM1_9STRE	Small ribosomal subunit protein uS19	rpsS SR187_0490	Streptococcus ruminantium	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A7X6MXD4	unreviewed	A0A7X6MXD4_9STRE	Small ribosomal subunit protein uS19	rpsS HF992_01265	Streptococcus ovuberis	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A6I6WAL7	unreviewed	A0A6I6WAL7_9STRE	Small ribosomal subunit protein uS19	rpsS BZG42_00470	Streptococcus sp. DAT741	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A2J9EW59	unreviewed	A0A2J9EW59_9STRE	Small ribosomal subunit protein uS19	rpsS A6J84_006825	Streptococcus sp. FDAARGOS_256	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A231W0D9	unreviewed	A0A231W0D9_9STRE	Small ribosomal subunit protein uS19	rpsS CBI42_03425	Streptococcus sp. KR	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A2N6PRW6	unreviewed	A0A2N6PRW6_9STRE	Small ribosomal subunit protein uS19	rpsS CJ239_01820	Streptococcus sp. UMB0029	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A426FWZ8	unreviewed	A0A426FWZ8_9STRE	Small ribosomal subunit protein uS19	rpsS DB729_002565	Streptococcus halitosis	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A3L9DMB1	unreviewed	A0A3L9DMB1_9STRE	Small ribosomal subunit protein uS19	rpsS EAF07_09810	Streptococcus hillyeri	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A371QEC3	unreviewed	A0A371QEC3_9STRE	Small ribosomal subunit protein uS19	rpsS DXN33_04955	Streptococcus sp. NM	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A3A5RZS0	unreviewed	A0A3A5RZS0_9STRE	Small ribosomal subunit protein uS19	rpsS DW738_09200	Streptococcus sp. AM28-20	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A3A5PZM2	unreviewed	A0A3A5PZM2_9STRE	Small ribosomal subunit protein uS19	rpsS DW930_07520	Streptococcus sp. AM43-2AT	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A4Q5BWF8	unreviewed	A0A4Q5BWF8_9STRE	Small ribosomal subunit protein uS19	rpsS EAI95_08925	Streptococcus sp. bf_0095	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A3P1VL36	unreviewed	A0A3P1VL36_9STRE	Small ribosomal subunit protein uS19	rpsS EII37_02840	Streptococcus sp. OH4692_COT-348	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A4Y9JHS1	unreviewed	A0A4Y9JHS1_9STRE	Small ribosomal subunit protein uS19	rpsS E4T79_07655	Streptococcus sp. LYSM12	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A4R9DSV1	unreviewed	A0A4R9DSV1_9STRE	Small ribosomal subunit protein uS19	rpsS E4T83_07960	Streptococcus sp. AN2	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A5B7Y7H4	unreviewed	A0A5B7Y7H4_9STRE	Small ribosomal subunit protein uS19	rpsS FD735_08790	Streptococcus sp. 1643	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A1S9ZTS7	unreviewed	A0A1S9ZTS7_9STRE	Small ribosomal subunit protein uS19	rpsS C5O68_00145 C5O69_02880 EKA98_00605 ERS019180_00239 ERS020247_00374 ERS021757_00495	Streptococcus pseudopneumoniae	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A7X2VKW1	unreviewed	A0A7X2VKW1_9STRE	Small ribosomal subunit protein uS19	rpsS GMC24_08830	Streptococcus sp. BIOML-A1	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A501PD60	unreviewed	A0A501PD60_9STRE	Small ribosomal subunit protein uS19	rpsS FJN11_00915	Streptococcus symci	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A501VW58	unreviewed	A0A501VW58_9STRE	Small ribosomal subunit protein uS19	rpsS FJR73_01630	Streptococcus sp. D2	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A501VJP8	unreviewed	A0A501VJP8_9STRE	Small ribosomal subunit protein uS19	rpsS FJR71_09350	Streptococcus xiaochunlingii	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A6H3SKF3	unreviewed	A0A6H3SKF3_9STRE	Small ribosomal subunit protein uS19	rpsS UKS_17010	Streptococcus sp. 116-D4	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A5C5TIM4	unreviewed	A0A5C5TIM4_9STRE	Small ribosomal subunit protein uS19	rpsS FRX51_05530	Streptococcus sp. sy010	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A5C5T692	unreviewed	A0A5C5T692_9STRE	Small ribosomal subunit protein uS19	rpsS FRX54_05915	Streptococcus sp. sy004	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A5J6LKD6	unreviewed	A0A5J6LKD6_9STRE	Small ribosomal subunit protein uS19	rpsS LPB220_00855	Streptococcus sp. LPB0220	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A6I4REB7	unreviewed	A0A6I4REB7_9STRE	Small ribosomal subunit protein uS19	rpsS GGH11_08935	Streptococcus sp. zg-70	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A6I3IZG1	unreviewed	A0A6I3IZG1_9STRE	Small ribosomal subunit protein uS19	rpsS GGH90_08660	Streptococcus sp. zg-36	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A6I3ITX1	unreviewed	A0A6I3ITX1_9STRE	Small ribosomal subunit protein uS19	rpsS GGG87_08895	Streptococcus sp. zg-86	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A3B0BKM9	unreviewed	A0A3B0BKM9_9STRE	Small ribosomal subunit protein uS19	rpsS D7D54_06920	Streptococcus chosunense	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A7X9QYS1	unreviewed	A0A7X9QYS1_9STRE	Small ribosomal subunit protein uS19	rpsS HF881_07730	Streptococcus sp. WB01_FAA12	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A081QEM6	unreviewed	A0A081QEM6_STRMT	Small ribosomal subunit protein uS19	rpsS AXK38_09220 B0179_02480 B0686_06440 B7692_10610 B7693_08050 B7694_08600 B7695_00160 B7696_06295 B7697_05605 B7698_07730 B7699_08720 B7700_08245 B7701_06450 B7702_09370 B7703_04455 CYK18_05500 CYK19_04275 D8786_00965 D8787_02250 D8788_00885 D8789_03990 D8836_00780 D8837_00225 D8838_03975 D8839_03530 D8842_03645 D8843_00575 D8845_02290 D8847_02220 D8849_04595 D8853_05055 D8854_04585 D8855_00940 D8856_04930 D8865_01080 FBF73_00605 FOB92_08130 GEZ69_03425 GEZ71_00885 GEZ74_04310 GEZ78_00125 GEZ84_01575 GEZ86_03500 GEZ89_01200 GEZ98_04035 HMPREF3228_01319 KHZ51_05970 M594_09255 NCTC11189_01752 RN80_02895 SK1126_1671 SK271_1710 SK578_1851 SK608_1855 SK629_2003 SK642_1726 SK667_1928 SMI10712_01776 SMIDD22_01339 SMIDD26_00208 SMIDD28_01516 SMIM3I_01970 SMIM3IV_01727 SMNM65_02540 TZ90_01533 TZ91_01770 TZ93_00331	Streptococcus mitis	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	D3HB87	unreviewed	D3HB87_STRM6	Small ribosomal subunit protein uS19	rpsS smi_1901	Streptococcus mitis (strain B6)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	Q04MN2	reviewed	RS19_STRP2	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPD_0197	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A3CK67	reviewed	RS19_STRSV	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SSA_0111	Streptococcus sanguinis (strain SK36)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A239SXS5	unreviewed	A0A239SXS5_9STRE	Small ribosomal subunit protein uS19	rpsS SAMEA4412692_01715	Streptococcus merionis	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A0F2CVH7	unreviewed	A0A0F2CVH7_STRCR	Small ribosomal subunit protein uS19	rpsS D8790_08605 D8791_08035 D8792_08140 D8794_09225 D8797_07835 D8798_08630 D8872_07110 FXF62_08915 SCRDD08_02040 SOL01_13360 TW70_00706	Streptococcus cristatus	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A8AZM1	reviewed	RS19_STRGC	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SGO_1981	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	C1CP92	reviewed	RS19_STRZT	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPT_0260	Streptococcus pneumoniae (strain Taiwan19F-14)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	B1I8K2	reviewed	RS19_STRPI	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPH_0327	Streptococcus pneumoniae (strain Hungary19A-6)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	C1CAL6	reviewed	RS19_STRP7	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SP70585_0269	Streptococcus pneumoniae (strain 70585)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	C1CC10	reviewed	RS19_STRZJ	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPJ_0223	Streptococcus pneumoniae (strain JJA)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	C1CIA1	reviewed	RS19_STRZP	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPP_0264	Streptococcus pneumoniae (strain P1031)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	B5E6F9	reviewed	RS19_STRP4	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPG_0199	Streptococcus pneumoniae serotype 19F (strain G54)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	B2IS44	reviewed	RS19_STRPS	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPCG_0222	Streptococcus pneumoniae (strain CGSP14)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	B8ZKG1	reviewed	RS19_STRPJ	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	rpsS SPN23F02030	Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	E9FEN8	unreviewed	E9FEN8_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF0849_00751	Streptococcus sp. C300	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
