Accession	Begin	End	Chromosome	Name	Transcript name	Locus tag
S.sanguinisNZ_GL872312.1	318136	318300		hypothetical protein		HMPREF9390_RS11845
S.sanguinisNZ_GL872312.1	318282	320543		glycogen/starch/alpha-glucan family phosphorylase		HMPREF9390_RS02265
S.sanguinisNZ_GL872312.1	320577	322088		4-alpha-glucanotransferase		HMPREF9390_RS02260
S.sanguinisNZ_GL872312.1	322524	323507		LacI family DNA-binding transcriptional regulator		HMPREF9390_RS02255
S.sanguinisNZ_GL872312.1	323625	325700		type I pullulanase		HMPREF9390_RS02250
S.sanguinisNZ_GL872312.1	325745	327229		threonine synthase		HMPREF9390_RS02245
S.sanguinisNZ_GL872312.1	327342	328439		LysM domain-containing protein		HMPREF9390_RS02240
S.sanguinisNZ_GL872312.1	328767	329390		V-type ATP synthase subunit D		HMPREF9390_RS02235
S.sanguinisNZ_GL872312.1	329387	330781		V-type ATP synthase subunit B		HMPREF9390_RS02230
S.sanguinisNZ_GL872312.1	330768	332558		V-type ATP synthase subunit A		HMPREF9390_RS02225
S.sanguinisNZ_GL872312.1	332733	333428		GNAT family protein		HMPREF9390_RS02220
S.sanguinisNZ_GL872312.1	333436	333756		V-type ATP synthase subunit F		HMPREF9390_RS02215
S.sanguinisNZ_GL872312.1	333743	334756		V-type ATPase subunit		HMPREF9390_RS02210
S.sanguinisNZ_GL872312.1	334767	335357		hypothetical protein		HMPREF9390_RS02205
S.sanguinisNZ_GL872312.1	335368	335847		V-type ATP synthase subunit K		HMPREF9390_RS02200
S.sanguinisNZ_GL872312.1	335980	337935		V-type ATP synthase subunit I		HMPREF9390_RS02195
S.sanguinisNZ_GL872312.1	337925	338248		hypothetical protein		HMPREF9390_RS02190
S.sanguinisNZ_GL872312.1	338399	339295		ROK family protein		HMPREF9390_RS02185
S.sanguinisNZ_GL872312.1	339292	340134		MurR/RpiR family transcriptional regulator		HMPREF9390_RS02180
S.sanguinisNZ_GL872312.1	340304	340756		YhcH/YjgK/YiaL family protein		HMPREF9390_RS02175
S.sanguinisNZ_GL872312.1	340756	342294		sodium:solute symporter		HMPREF9390_RS02170
S.sanguinisNZ_GL872312.1	342379	343296		dihydrodipicolinate synthase family protein		HMPREF9390_RS02165
S.sanguinisNZ_GL872312.1	343311	344012		N-acetylmannosamine-6-phosphate 2-epimerase		HMPREF9390_RS02160
S.sanguinisNZ_GL872312.1	344336	344443		acetylxylan esterase		HMPREF9390_RS11790
S.sanguinisNZ_GL872312.1	344560	345240		hypothetical protein		HMPREF9390_RS02155
S.sanguinisNZ_GL872312.1	345322	345426		uncharacterized gene		HMPREF9390_RS11925
S.sanguinisNZ_GL872312.1	345508	348162		bifunctional acetaldehyde-CoA/alcohol dehydrogenase		HMPREF9390_RS02150
S.sanguinisNZ_GL872312.1	348466	350304		acyltransferase family protein		HMPREF9390_RS02145
S.sanguinisNZ_GL872312.1	350261	350686		hypothetical protein		HMPREF9390_RS02140
S.sanguinisNZ_GL872312.1	350679	351101		low molecular weight phosphotyrosine protein phosphatase		HMPREF9390_RS02135
S.sanguinisNZ_GL872312.1	351377	351946		nucleotidyltransferase family protein		HMPREF9390_RS02130
S.sanguinisNZ_GL872312.1	351943	352941		Holliday junction branch migration DNA helicase RuvB		HMPREF9390_RS02125
S.sanguinisNZ_GL872312.1	353504	354550		galactose mutarotase		HMPREF9390_RS02120
S.sanguinisNZ_GL872312.1	354575	355612		tagatose-bisphosphate aldolase		HMPREF9390_RS02115
S.sanguinisNZ_GL872312.1	355627	356805		SIS domain-containing protein		HMPREF9390_RS02110
S.sanguinisNZ_GL872312.1	357117	357521		PTS sugar transporter subunit IIA		HMPREF9390_RS02105
S.sanguinisNZ_GL872312.1	357533	358357		PTS system mannose/fructose/sorbose family transporter subunit IID		HMPREF9390_RS02100
S.sanguinisNZ_GL872312.1	358344	359249		PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC		HMPREF9390_RS02095
S.sanguinisNZ_GL872312.1	359275	359751		PTS system mannose/fructose/N-acetylgalactosamine-transporter subunit IIB		HMPREF9390_RS02090
S.sanguinisNZ_GL872312.1	359748	361568		beta-galactosidase		HMPREF9390_RS02085
S.sanguinisNZ_GL872312.1	361675	362391		GntR family transcriptional regulator		HMPREF9390_RS02080
S.sanguinisNZ_GL872312.1	362720	363094		dihydroxyacetone kinase phosphoryl donor subunit DhaM		HMPREF9390_RS02075
S.sanguinisNZ_GL872312.1	363094	363672		dihydroxyacetone kinase subunit DhaL		HMPREF9390_RS02070
S.sanguinisNZ_GL872312.1	363683	364672		dihydroxyacetone kinase subunit DhaK		HMPREF9390_RS02065
S.sanguinisNZ_GL872312.1	364890	365486		TetR/AcrR family transcriptional regulator		HMPREF9390_RS02060
S.sanguinisNZ_GL872312.1	365483	366049		NAD(P)H-dependent oxidoreductase		HMPREF9390_RS02055
S.sanguinisNZ_GL872312.1	366094	367389		adenylosuccinate lyase		HMPREF9390_RS02050
S.sanguinisNZ_GL872312.1	367513	368244		hypothetical protein		HMPREF9390_RS02045
S.sanguinisNZ_GL872312.1	368269	370065		hypothetical protein		HMPREF9390_RS02040
S.sanguinisNZ_GL872312.1	370065	371138		5-(carboxyamino)imidazole ribonucleotide synthase		HMPREF9390_RS02035
S.sanguinisNZ_GL872312.1	371125	371613		5-(carboxyamino)imidazole ribonucleotide mutase		HMPREF9390_RS02030
S.sanguinisNZ_GL872312.1	371798	373060		phosphoribosylamine--glycine ligase		HMPREF9390_RS02025
S.sanguinisNZ_GL872312.1	373381	375336		GBS Bsp-like repeat-containing protein		HMPREF9390_RS02020
S.sanguinisNZ_GL872312.1	375473	377020		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase		HMPREF9390_RS02015
S.sanguinisNZ_GL872312.1	377022	377486		GNAT family N-acetyltransferase		HMPREF9390_RS02010
S.sanguinisNZ_GL872312.1	377531	378082		phosphoribosylglycinamide formyltransferase		HMPREF9390_RS02005
S.sanguinisNZ_GL872312.1	378079	379101		phosphoribosylformylglycinamidine cyclo-ligase		HMPREF9390_RS02000
S.sanguinisNZ_GL872312.1	379161	380600		amidophosphoribosyltransferase		HMPREF9390_RS01995
S.sanguinisNZ_GL872312.1	380737	381861		hypothetical protein		HMPREF9390_RS01990
S.sanguinisNZ_GL872312.1	381885	385613		phosphoribosylformylglycinamidine synthase		HMPREF9390_RS01985
S.sanguinisNZ_GL872312.1	385633	386340		phosphoribosylaminoimidazolesuccinocarboxamide synthase		HMPREF9390_RS01980
S.sanguinisNZ_GL872312.1	386494	386742		acyl carrier protein		HMPREF9390_RS01975
S.sanguinisNZ_GL872312.1	386745	387743		phosphate acyltransferase PlsX		HMPREF9390_RS01970
S.sanguinisNZ_GL872312.1	387749	388522		DNA repair protein RecO		HMPREF9390_RS01965
S.sanguinisNZ_GL872312.1	388515	389687		pyridoxal phosphate-dependent aminotransferase		HMPREF9390_RS01960
S.sanguinisNZ_GL872312.1	389867	390709		class B sortase, LPKTxAVK-specific		HMPREF9390_RS01955
S.sanguinisNZ_GL872312.1	390804	391373		hypothetical protein		HMPREF9390_RS01950
S.sanguinisNZ_GL872312.1	391686	392651		ribose-phosphate diphosphokinase		HMPREF9390_RS01945
S.sanguinisNZ_GL872312.1	392776	393990		CHAP domain-containing protein		HMPREF9390_RS01940
S.sanguinisNZ_GL872312.1	394087	394587		rod shape-determining protein MreD		HMPREF9390_RS01935
S.sanguinisNZ_GL872312.1	394589	395404		rod shape-determining protein MreC		HMPREF9390_RS01930
S.sanguinisNZ_GL872312.1	395477	395564		uncharacterized gene		HMPREF9390_RS01925
S.sanguinisNZ_GL872312.1	395477	395564		tRNA-Ser		HMPREF9390_RS01925
S.sanguinisNZ_GL872312.1	395574	395647		uncharacterized gene		HMPREF9390_RS01920
S.sanguinisNZ_GL872312.1	395574	395647		tRNA-Ile		HMPREF9390_RS01920
S.sanguinisNZ_GL872312.1	395681	395751		uncharacterized gene		HMPREF9390_RS01915
S.sanguinisNZ_GL872312.1	395681	395751		tRNA-Gly		HMPREF9390_RS01915
S.sanguinisNZ_GL872312.1	395772	395844		uncharacterized gene		HMPREF9390_RS01910
S.sanguinisNZ_GL872312.1	395772	395844		tRNA-Phe		HMPREF9390_RS01910
S.sanguinisNZ_GL872312.1	395850	395923		uncharacterized gene		HMPREF9390_RS01905
S.sanguinisNZ_GL872312.1	395850	395923		tRNA-Met		HMPREF9390_RS01905
S.sanguinisNZ_GL872312.1	395943	396032		uncharacterized gene		HMPREF9390_RS01900
S.sanguinisNZ_GL872312.1	395943	396032		tRNA-Ser		HMPREF9390_RS01900
S.sanguinisNZ_GL872312.1	396043	396116		uncharacterized gene		HMPREF9390_RS01895
S.sanguinisNZ_GL872312.1	396043	396116		tRNA-Ile		HMPREF9390_RS01895
S.sanguinisNZ_GL872312.1	396130	396203		uncharacterized gene		HMPREF9390_RS01890
S.sanguinisNZ_GL872312.1	396130	396203		tRNA-Met		HMPREF9390_RS01890
S.sanguinisNZ_GL872312.1	396209	396282		uncharacterized gene		HMPREF9390_RS01885
S.sanguinisNZ_GL872312.1	396209	396282		tRNA-Pro		HMPREF9390_RS01885
S.sanguinisNZ_GL872313.1	1	2840		uncharacterized gene		HMPREF9390_RS01880
S.sanguinisNZ_GL872313.1	1	2840		23S ribosomal RNA		HMPREF9390_RS01880
S.sanguinisNZ_GL872313.1	2968	3040		uncharacterized gene		HMPREF9390_RS01875
S.sanguinisNZ_GL872313.1	2968	3040		tRNA-Ala		HMPREF9390_RS01875
S.sanguinisNZ_GL872313.1	3105	4652		uncharacterized gene		HMPREF9390_RS01870
S.sanguinisNZ_GL872313.1	3105	4652		16S ribosomal RNA		HMPREF9390_RS01870
S.sanguinisNZ_GL872314.1	154	696		ribosome-associated translation inhibitor RaiA		HMPREF9390_RS01865
S.sanguinisNZ_GL872314.1	778	1443		ComF family protein		HMPREF9390_RS0111170
S.sanguinisNZ_GL872314.1	1440	2738		DEAD/DEAH box helicase		HMPREF9390_RS01860
S.sanguinisNZ_GL872314.1	2794	3426		YigZ family protein		HMPREF9390_RS01855
S.sanguinisNZ_GL872314.1	3527	4456		cysteine synthase A		HMPREF9390_RS01850
S.sanguinisNZ_GL872314.1	4561	4923		S1 RNA-binding domain-containing protein		HMPREF9390_RS01845
S.sanguinisNZ_GL872314.1	4923	6323		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS01840
S.sanguinisNZ_GL872314.1	6363	6995		response regulator transcription factor		HMPREF9390_RS01835
S.sanguinisNZ_GL872314.1	6973	7992		sensor histidine kinase		HMPREF9390_RS01830
S.sanguinisNZ_GL872314.1	7989	8684		cell wall-active antibiotics response protein LiaF		HMPREF9390_RS01825
S.sanguinisNZ_GL872314.1	8830	10683		Stk1 family PASTA domain-containing Ser/Thr kinase		HMPREF9390_RS01820
S.sanguinisNZ_GL872314.1	10680	11420		Stp1/IreP family PP2C-type Ser/Thr phosphatase		HMPREF9390_RS01815
S.sanguinisNZ_GL872314.1	11439	12755		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB		HMPREF9390_RS01810
S.sanguinisNZ_GL872314.1	12745	13680		methionyl-tRNA formyltransferase		HMPREF9390_RS01805
S.sanguinisNZ_GL872314.1	13764	16151		primosomal protein N'		HMPREF9390_RS01800
S.sanguinisNZ_GL872314.1	16212	16526		DNA-directed RNA polymerase subunit omega		HMPREF9390_RS01795
S.sanguinisNZ_GL872314.1	16552	17184		guanylate kinase		HMPREF9390_RS01790
S.sanguinisNZ_GL872314.1	17372	18985		ribonuclease Y		HMPREF9390_RS01785
S.sanguinisNZ_GL872314.1	19351	19833		S-ribosylhomocysteine lyase		HMPREF9390_RS01780
S.sanguinisNZ_GL872314.1	19899	21356		cell division site-positioning protein MapZ family protein		HMPREF9390_RS01775
S.sanguinisNZ_GL872314.1	21369	22523		class I SAM-dependent RNA methyltransferase		HMPREF9390_RS01770
S.sanguinisNZ_GL872314.1	22809	23176		uncharacterized gene		HMPREF9390_RS11580
S.sanguinisNZ_GL872314.1	22809	23176		RNase P RNA component class B		HMPREF9390_RS11580
S.sanguinisNZ_GL872314.1	23199	23603		cell division regulator GpsB		HMPREF9390_RS01765
S.sanguinisNZ_GL872314.1	23633	24160		DUF1273 domain-containing protein		HMPREF9390_RS01760
S.sanguinisNZ_GL872314.1	24228	24830		Holliday junction resolvase RecU		HMPREF9390_RS01755
S.sanguinisNZ_GL872314.1	24823	26961		penicillin-binding protein PBP1A		HMPREF9390_RS01750
S.sanguinisNZ_GL872314.1	27039	28373		aminopeptidase C		HMPREF9390_RS01745
S.sanguinisNZ_GL872314.1	28452	29012		GNAT family protein		HMPREF9390_RS01740
S.sanguinisNZ_GL872314.1	29060	29884		ammonia-dependent NAD(+) synthetase		HMPREF9390_RS01735
S.sanguinisNZ_GL872314.1	29881	31341		nicotinate phosphoribosyltransferase		HMPREF9390_RS01730
S.sanguinisNZ_GL872314.1	31449	32363		thioredoxin-disulfide reductase		HMPREF9390_RS01725
S.sanguinisNZ_GL872314.1	32429	32653		DUF4059 family protein		HMPREF9390_RS01720
S.sanguinisNZ_GL872314.1	32824	33567		amino acid ABC transporter ATP-binding protein		HMPREF9390_RS01715
S.sanguinisNZ_GL872314.1	33567	34427		amino acid ABC transporter permease		HMPREF9390_RS01710
S.sanguinisNZ_GL872314.1	34623	35966		DEAD/DEAH box helicase		HMPREF9390_RS01705
S.sanguinisNZ_GL872314.1	36071	37054		phospho-N-acetylmuramoyl-pentapeptide-transferase		HMPREF9390_RS01700
S.sanguinisNZ_GL872314.1	37056	39344		penicillin-binding protein PBP2X		HMPREF9390_RS01695
S.sanguinisNZ_GL872314.1	39334	39657		cell division protein FtsL		HMPREF9390_RS01690
S.sanguinisNZ_GL872314.1	39665	40615		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH		HMPREF9390_RS01685
S.sanguinisNZ_GL872314.1	40816	41031		helix-turn-helix transcriptional regulator		HMPREF9390_RS01680
S.sanguinisNZ_GL872314.1	41079	41621		DUF3278 domain-containing protein		HMPREF9390_RS01675
S.sanguinisNZ_GL872314.1	41618	41794		hypothetical protein		HMPREF9390_RS11585
S.sanguinisNZ_GL872314.1	41852	42109		DUF896 family protein		HMPREF9390_RS01665
S.sanguinisNZ_GL872314.1	42130	44169		glycine--tRNA ligase subunit beta		HMPREF9390_RS01660
S.sanguinisNZ_GL872314.1	44172	45089		glycine--tRNA ligase subunit alpha		HMPREF9390_RS01655
S.sanguinisNZ_GL872314.1	45413	46270		DUF6287 domain-containing protein		HMPREF9390_RS11225
S.sanguinisNZ_GL872314.1	46297	47319		hypothetical protein		HMPREF9390_RS11230
S.sanguinisNZ_GL872314.1	47570	52090		S8 family serine peptidase		HMPREF9390_RS01650
S.sanguinisNZ_GL872314.1	52417	53502		HigA family addiction module antitoxin		HMPREF9390_RS01645
S.sanguinisNZ_GL872314.1	53495	53833		type II toxin-antitoxin system RelE/ParE family toxin		HMPREF9390_RS01640
S.sanguinisNZ_GL872314.1	53964	55565		type I restriction-modification system subunit M		HMPREF9390_RS01635
S.sanguinisNZ_GL872314.1	55587	55882		uncharacterized gene		HMPREF9390_RS01630
S.sanguinisNZ_GL872314.1	55872	55955		uncharacterized gene		HMPREF9390_RS11930
S.sanguinisNZ_GL872314.1	56034	57464		nucleotidyltransferase		HMPREF9390_RS01625
S.sanguinisNZ_GL872314.1	57483	58184		hypothetical protein		HMPREF9390_RS01620
S.sanguinisNZ_GL872314.1	58205	59431		restriction endonuclease subunit S		HMPREF9390_RS01615
S.sanguinisNZ_GL872314.1	59445	61688		hypothetical protein		HMPREF9390_RS01610
S.sanguinisNZ_GL872314.1	61740	64727		type I restriction endonuclease subunit R		HMPREF9390_RS01605
S.sanguinisNZ_GL872314.1	64864	65316		GNAT family N-acetyltransferase		HMPREF9390_RS01600
S.sanguinisNZ_GL872314.1	65317	66162		aldo/keto reductase		HMPREF9390_RS01595
S.sanguinisNZ_GL872314.1	66239	66433		hypothetical protein		HMPREF9390_RS01590
S.sanguinisNZ_GL872314.1	66592	67743		N-acetylglucosamine-6-phosphate deacetylase		HMPREF9390_RS01585
S.sanguinisNZ_GL872314.1	67983	68333		30S ribosome-binding factor RbfA		HMPREF9390_RS01580
S.sanguinisNZ_GL872314.1	68509	71304		translation initiation factor IF-2		HMPREF9390_RS01575
S.sanguinisNZ_GL872314.1	71324	71620		YlxQ-related RNA-binding protein		HMPREF9390_RS01570
S.sanguinisNZ_GL872314.1	71613	71909		YlxR family protein		HMPREF9390_RS01565
S.sanguinisNZ_GL872314.1	71920	73176		transcription termination factor NusA		HMPREF9390_RS01560
S.sanguinisNZ_GL872314.1	73236	73769		ribosome maturation factor RimP		HMPREF9390_RS01555
S.sanguinisNZ_GL872314.1	73923	74561		tRNA (guanosine(46)-N7)-methyltransferase TrmB		HMPREF9390_RS01550
S.sanguinisNZ_GL872314.1	74558	75352		phosphotransferase family protein		HMPREF9390_RS01545
S.sanguinisNZ_GL872314.1	75403	76449		ABC transporter permease		HMPREF9390_RS01540
S.sanguinisNZ_GL872314.1	76446	77177		ABC transporter ATP-binding protein		HMPREF9390_RS01535
S.sanguinisNZ_GL872314.1	77246	77656		HIT family protein		HMPREF9390_RS01530
S.sanguinisNZ_GL872314.1	77666	77953		hypothetical protein		HMPREF9390_RS01525
S.sanguinisNZ_GL872314.1	78085	80745		J domain-containing protein		HMPREF9390_RS01520
S.sanguinisNZ_GL872314.1	80759	82423		molecular chaperone HscC		HMPREF9390_RS01515
S.sanguinisNZ_GL872314.1	82848	84086		LCP family protein		HMPREF9390_RS01510
S.sanguinisNZ_GL872314.1	84094	84615		GNAT family N-acetyltransferase		HMPREF9390_RS01505
S.sanguinisNZ_GL872314.1	84608	85048		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE		HMPREF9390_RS01500
S.sanguinisNZ_GL872314.1	85188	86609		NCS2 family permease		HMPREF9390_RS01495
S.sanguinisNZ_GL872314.1	86755	87384		DUF1361 domain-containing protein		HMPREF9390_RS01490
S.sanguinisNZ_GL872314.1	87481	88293		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS01485
S.sanguinisNZ_GL872314.1	88511	89530		alcohol dehydrogenase AdhP		HMPREF9390_RS01480
S.sanguinisNZ_GL872314.1	89991	90986		mannose/fructose/sorbose PTS transporter subunit IIA		HMPREF9390_RS01475
S.sanguinisNZ_GL872314.1	91031	91837		PTS mannose/fructose/sorbose transporter subunit IIC		HMPREF9390_RS01470
S.sanguinisNZ_GL872314.1	91856	92797		PTS system mannose/fructose/sorbose family transporter subunit IID		HMPREF9390_RS01465
S.sanguinisNZ_GL872314.1	92868	93230		DUF956 family protein		HMPREF9390_RS01460
S.sanguinisNZ_GL872314.1	93418	94050		GNAT family N-acetyltransferase		HMPREF9390_RS01455
S.sanguinisNZ_GL872314.1	94064	94642		NAD(P)H-dependent oxidoreductase		HMPREF9390_RS01450
S.sanguinisNZ_GL872314.1	94635	95192		TetR/AcrR family transcriptional regulator		HMPREF9390_RS01445
S.sanguinisNZ_GL872314.1	95503	96780		serine--tRNA ligase		HMPREF9390_RS01440
S.sanguinisNZ_GL872314.1	96923	97347		uncharacterized gene		HMPREF9390_RS0111185
S.sanguinisNZ_GL872314.1	97568	97999		transcription antitermination factor NusB		HMPREF9390_RS01435
S.sanguinisNZ_GL872314.1	97992	98381		Asp23/Gls24 family envelope stress response protein		HMPREF9390_RS01430
S.sanguinisNZ_GL872314.1	98401	98961		elongation factor P		HMPREF9390_RS01425
S.sanguinisNZ_GL872314.1	99023	100084		Xaa-Pro peptidase family protein		HMPREF9390_RS01420
S.sanguinisNZ_GL872314.1	100237	103068		excinuclease ABC subunit UvrA		HMPREF9390_RS01415
S.sanguinisNZ_GL872314.1	103197	104141		magnesium transporter CorA family protein		HMPREF9390_RS01410
S.sanguinisNZ_GL872314.1	104160	104834		DUF1129 family protein		HMPREF9390_RS01405
S.sanguinisNZ_GL872314.1	104852	105061		DUF1648 domain-containing protein		HMPREF9390_RS01400
S.sanguinisNZ_GL872314.1	105061	106671		hypothetical protein		HMPREF9390_RS01395
S.sanguinisNZ_GL872314.1	106598	107311		ABC transporter ATP-binding protein		HMPREF9390_RS01390
S.sanguinisNZ_GL872314.1	107453	108109		TetR/AcrR family transcriptional regulator		HMPREF9390_RS01385
S.sanguinisNZ_GL872314.1	108163	108402		30S ribosomal protein S18		HMPREF9390_RS01380
S.sanguinisNZ_GL872314.1	108439	108933		single-stranded DNA-binding protein		HMPREF9390_RS01375
S.sanguinisNZ_GL872314.1	108945	109235		30S ribosomal protein S6		HMPREF9390_RS01370
S.sanguinisNZ_GL872314.1	109414	110679		imidazolonepropionase		HMPREF9390_RS01365
S.sanguinisNZ_GL872314.1	110879	112909		urocanate hydratase		HMPREF9390_RS01360
S.sanguinisNZ_GL872314.1	113024	113923		glutamate formimidoyltransferase		HMPREF9390_RS01355
S.sanguinisNZ_GL872314.1	113938	114564		cyclodeaminase/cyclohydrolase family protein		HMPREF9390_RS01350
S.sanguinisNZ_GL872314.1	114631	116304		formate--tetrahydrofolate ligase		HMPREF9390_RS01345
S.sanguinisNZ_GL872314.1	116317	116916		HutD family protein		HMPREF9390_RS01340
S.sanguinisNZ_GL872314.1	116992	118344		APC family permease		HMPREF9390_RS01335
S.sanguinisNZ_GL872314.1	118350	119891		histidine ammonia-lyase		HMPREF9390_RS01330
S.sanguinisNZ_GL872314.1	120016	121023		formimidoylglutamase		HMPREF9390_RS01325
S.sanguinisNZ_GL872314.1	121085	124141		AAA family ATPase		HMPREF9390_RS01320
S.sanguinisNZ_GL872314.1	124302	125123		PrsW family glutamic-type intramembrane protease		HMPREF9390_RS01315
S.sanguinisNZ_GL872314.1	125188	125700		hypothetical protein		HMPREF9390_RS01310
S.sanguinisNZ_GL872314.1	125700	126512		hypothetical protein		HMPREF9390_RS01305
S.sanguinisNZ_GL872314.1	126509	127132		hypothetical protein		HMPREF9390_RS01300
S.sanguinisNZ_GL872314.1	127512	128561		bifunctional glycosyltransferase family 2/GtrA family protein		HMPREF9390_RS01295
S.sanguinisNZ_GL872314.1	128558	129469		phosphodiester glycosidase family protein		HMPREF9390_RS01290
S.sanguinisNZ_GL872314.1	129450	129923		hypothetical protein		HMPREF9390_RS0111190
S.sanguinisNZ_GL872314.1	130007	130609		histidine phosphatase family protein		HMPREF9390_RS01285
S.sanguinisNZ_GL872314.1	130606	131202		histidine phosphatase family protein		HMPREF9390_RS01280
S.sanguinisNZ_GL872314.1	131214	132056		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS01275
S.sanguinisNZ_GL872314.1	132300	134537		alpha-galactosidase		HMPREF9390_RS01270
S.sanguinisNZ_GL872314.1	134646	135590		AraC family transcriptional regulator		HMPREF9390_RS01265
S.sanguinisNZ_GL872314.1	135592	136470		methylenetetrahydrofolate reductase [NAD(P)H]		HMPREF9390_RS01260
S.sanguinisNZ_GL872314.1	136608	138860		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase		HMPREF9390_RS01255
S.sanguinisNZ_GL872314.1	139100	140083		hypothetical protein		HMPREF9390_RS01250
S.sanguinisNZ_GL872314.1	140123	141220		AI-2E family transporter		HMPREF9390_RS01245
S.sanguinisNZ_GL872314.1	141299	141670		hypothetical protein		HMPREF9390_RS01240
S.sanguinisNZ_GL872314.1	141803	143524		aminodeoxychorismate synthase component I		HMPREF9390_RS01235
S.sanguinisNZ_GL872314.1	143675	144583		ATP-binding cassette domain-containing protein		HMPREF9390_RS01230
S.sanguinisNZ_GL872314.1	144600	145358		ABC transporter permease		HMPREF9390_RS01225
S.sanguinisNZ_GL872314.1	145396	146088		ABC transporter permease		HMPREF9390_RS01220
S.sanguinisNZ_GL872314.1	146233	147165		ATP-binding cassette domain-containing protein		HMPREF9390_RS01215
S.sanguinisNZ_GL872314.1	147158	147880		lantibiotic ABC transporter permease		HMPREF9390_RS01210
S.sanguinisNZ_GL872314.1	147992	148609		helix-turn-helix transcriptional regulator		HMPREF9390_RS01205
S.sanguinisNZ_GL872314.1	148719	149552		CPBP family intramembrane metalloprotease		HMPREF9390_RS01200
S.sanguinisNZ_GL872314.1	150007	150882		HAMP domain-containing sensor histidine kinase		HMPREF9390_RS01195
S.sanguinisNZ_GL872314.1	150884	151564		response regulator transcription factor		HMPREF9390_RS01190
S.sanguinisNZ_GL872314.1	151845	153143		6-phospho-beta-glucosidase		HMPREF9390_RS01185
S.sanguinisNZ_GL872314.1	153410	154090		amino acid ABC transporter permease		HMPREF9390_RS01180
S.sanguinisNZ_GL872314.1	154050	154727		amino acid ABC transporter permease		HMPREF9390_RS01175
S.sanguinisNZ_GL872314.1	154736	155485		amino acid ABC transporter ATP-binding protein		HMPREF9390_RS01170
S.sanguinisNZ_GL872314.1	155574	156449		cysteine ABC transporter substrate-binding protein		HMPREF9390_RS01165
S.sanguinisNZ_GL872314.1	156585	156932		hypothetical protein		HMPREF9390_RS01160
S.sanguinisNZ_GL872314.1	157087	158862		pyruvate oxidase		HMPREF9390_RS01155
S.sanguinisNZ_GL872314.1	159213	161435		heavy metal translocating P-type ATPase		HMPREF9390_RS01150
S.sanguinisNZ_GL872314.1	161446	161817		cupredoxin domain-containing protein		HMPREF9390_RS01145
S.sanguinisNZ_GL872314.1	161836	162231		CopY/TcrY family copper transport repressor		HMPREF9390_RS01140
S.sanguinisNZ_GL872314.1	162377	163009		SGNH/GDSL hydrolase family protein		HMPREF9390_RS01135
S.sanguinisNZ_GL872314.1	163044	163901		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS01130
S.sanguinisNZ_GL872314.1	164086	164727		GntR family transcriptional regulator		HMPREF9390_RS01125
S.sanguinisNZ_GL872314.1	164976	166166		glycine betaine/L-proline ABC transporter ATP-binding protein		HMPREF9390_RS01120
S.sanguinisNZ_GL872314.1	166181	167905		ABC transporter permease/substrate binding protein		HMPREF9390_RS01115
S.sanguinisNZ_GL872314.1	167982	169421		glycoside hydrolase family 1 protein		HMPREF9390_RS01110
S.sanguinisNZ_GL872314.1	169533	170405		AraC family transcriptional regulator		HMPREF9390_RS01105
S.sanguinisNZ_GL872314.1	170523	171194		hypothetical protein		HMPREF9390_RS01100
S.sanguinisNZ_GL872314.1	171261	171458		hypothetical protein		HMPREF9390_RS0111195
S.sanguinisNZ_GL872314.1	171643	173025		CapA family protein		HMPREF9390_RS01095
S.sanguinisNZ_GL872314.1	173188	175119		beta-glucoside-specific PTS transporter subunit IIABC		HMPREF9390_RS01090
S.sanguinisNZ_GL872314.1	175394	176665		TRZ/ATZ family protein		HMPREF9390_RS01085
S.sanguinisNZ_GL872314.1	176803	177495		ABC transporter permease		HMPREF9390_RS01080
S.sanguinisNZ_GL872314.1	177495	178562		methionine ABC transporter ATP-binding protein		HMPREF9390_RS01075
S.sanguinisNZ_GL872314.1	178813	179685		MetQ/NlpA family ABC transporter substrate-binding protein		HMPREF9390_RS01070
S.sanguinisNZ_GL872314.1	179844	180779		peptide-methionine (R)-S-oxide reductase MsrB		HMPREF9390_RS01065
S.sanguinisNZ_GL872314.1	180942	181880		dihydroorotate oxidase		HMPREF9390_RS01060
S.sanguinisNZ_GL872314.1	182233	183579		NADP-specific glutamate dehydrogenase		HMPREF9390_RS01055
S.sanguinisNZ_GL872314.1	183610	184095		GNAT family N-acetyltransferase		HMPREF9390_RS01050
S.sanguinisNZ_GL872314.1	184111	184257		uncharacterized gene		HMPREF9390_RS11850
S.sanguinisNZ_GL872314.1	184347	184991		TetR/AcrR family transcriptional regulator		HMPREF9390_RS01045
S.sanguinisNZ_GL872314.1	185008	186012		NADP-dependent oxidoreductase		HMPREF9390_RS01040
S.sanguinisNZ_GL872314.1	186273	186641		EXLDI protein		HMPREF9390_RS01035
